return_id,order_item_id,customer_id,return_date,return_status,return_reason,refund_amount,refund_reference
81469,836976,155135,01-06-2025,Refunded,Item damaged in transit,2643.8,REF814697608
81470,520563,92323,18-11-2024,Approved,Wrong item received,986.16,REF814704208
81471,485637,80142,21-04-2025,Requested,Size/fit issue,5450.56,REF814719585
81472,330564,4723,29-04-2023,Refunded,,3960.2,REF814725700
81473,149445,136431,24-12-2025,Refunded,No longer needed,4523.64,REF814734467
81474,750912,180931,05-12-2024,Approved,Item damaged in transit,409.83,REF814743549
81475,537927,175842,17-05-2024,Approved,Better price found,1407.96,REF814753993
81476,703432,171150,08-05-2026,Refunded,Wrong item received,5892.12,REF814769051
81477,864770,4956,23-05-2023,Refunded,Size/fit issue,2379.6,REF814778906
81478,509313,104750,04-03-2025,Approved,Defective item,8530.25,REF814786434
81479,905842,106599,16-09-2025,Rejected,Better price found,3485.6,REF814799391
81480,463109,174134,02-08-2025,Refunded,Defective item,1390.71,
81481,649753,45443,07-04-2026,Refunded,Defective item,1872.66,REF814818410
81482,604823,115455,28-12-2024,Refunded,Item damaged in transit,2209.35,REF814825186
81483,928042,66952,16-01-2024,Refunded,,152.36,REF814834927
81484,432126,6430,01-09-2023,Refunded,Better price found,3106.28,REF814844670
81485,310445,193593,07-08-2024,Approved,Wrong item received,1534.23,REF814857768
81486,151492,77293,16-05-2023,Refunded,Defective item,1327.62,REF814866194
81487,667018,7475,26-09-2023,Requested,Wrong item received,7376.8,
81488,965048,2421,16-08-2023,Approved,No longer needed,1987.57,REF814883100
81489,927765,137006,29-08-2025,Approved,Defective item,2394.06,REF814893312
81490,582847,162507,22-12-2025,Approved,Size/fit issue,1656.36,REF814904867
81491,737411,179797,05-07-2024,Requested,Item damaged in transit,2297.52,REF814918538
81492,929731,5703,01-05-2025,Requested,Better price found,1480.79,REF814929750
81493,818429,133992,30-10-2024,Refunded,No longer needed,5763.08,
81494,312317,10244,15-09-2025,Rejected,Item damaged in transit,9454.9,REF814946143
81495,11960,193781,24-03-2023,Approved,Item damaged in transit,1977.82,REF814959768
81496,341285,113589,13-04-2025,Refunded,Wrong item received,3918.9,REF814963511
81497,217906,29973,23-05-2026,Refunded,Wrong item received,1438.48,REF814979197
81498,603650,105359,19-07-2024,Refunded,Item damaged in transit,4370.85,REF814988579
81499,250788,52796,21-01-2025,Approved,No longer needed,2072.48,REF814994690
81500,20600,198737,07-03-2026,Refunded,Better price found,2227.98,REF815005979
81501,142998,59214,13-01-2025,Refunded,Defective item,5179.32,REF815013523
81502,926225,169533,18-03-2025,Refunded,Size/fit issue,5312.67,REF815022766
81503,995483,62267,21-03-2024,Requested,Better price found,683.3,REF815033524
81504,158333,175023,01-06-2024,Approved,No longer needed,3019.14,REF815041403
81505,695645,75641,22-03-2024,Refunded,Wrong item received,1581.54,REF815055235
81506,312515,118910,02-03-2025,Approved,Defective item,1130.58,REF815069044
81507,772579,129158,22-02-2024,Rejected,Item damaged in transit,3608.12,REF815074233
81508,213155,194518,31-07-2023,Rejected,Item damaged in transit,9107.4,REF815085173
81509,314965,79792,25-10-2023,Approved,Better price found,412.98,REF815099922
81510,119331,10206,12-11-2025,Approved,Defective item,132.15,REF815105995
81511,538112,80467,15-03-2026,Refunded,Item damaged in transit,2744.32,REF815115617
81512,741355,170171,02-08-2026,Refunded,Defective item,3195.96,REF815121737
81513,462931,147689,14-11-2025,Refunded,Defective item,7566.05,REF815136338
81514,770884,177246,20-04-2026,Refunded,No longer needed,846.7,REF815143911
81515,509744,7073,27-04-2024,Refunded,Item damaged in transit,1987.82,REF815158130
81516,883641,103448,03-03-2025,Refunded,Wrong item received,3448.72,REF815169408
81517,482055,164888,10-05-2024,Refunded,No longer needed,2280.82,REF815174843
81518,391395,196140,05-04-2026,Rejected,Defective item,226.92,REF815182253
81519,251593,168084,06-08-2026,Refunded,No longer needed,2550.87,REF815196532
81520,586544,113751,15-06-2023,Rejected,Size/fit issue,3371.38,REF815202027
81521,305057,182851,30-04-2023,Refunded,Wrong item received,6219.36,
81522,588080,73408,18-06-2026,Refunded,Wrong item received,6473.8,REF815222753
81523,73732,86150,05-01-2026,Refunded,Item damaged in transit,260.94,REF815231610
81524,98075,127733,02-06-2024,Approved,Defective item,1603.58,REF815241420
81525,863659,140189,01-04-2026,Approved,Wrong item received,7356.08,REF815256432
81526,124799,131574,04-01-2025,Requested,Item damaged in transit,96.42,REF815268831
81527,899341,89811,18-08-2023,Approved,Item damaged in transit,5416.6,REF815272480
81528,202491,31771,30-03-2023,Refunded,Better price found,4951.8,REF815288690
81529,940569,146569,28-10-2023,Rejected,Wrong item received,3737.64,REF815295873
81530,560847,19828,27-02-2026,Refunded,Wrong item received,149.85,REF815308382
81531,42803,96380,04-10-2025,Refunded,Size/fit issue,3915,REF815312458
81532,251991,30045,09-07-2025,Refunded,Defective item,1344.28,REF815326193
81533,796035,174983,23-12-2023,Refunded,Wrong item received,7338.35,REF815338371
81534,393596,11389,07-10-2023,Refunded,Item damaged in transit,7348.4,REF815341046
81535,931613,132235,10-04-2026,Requested,Better price found,3657.25,REF815351184
81536,964158,106644,15-01-2024,Requested,Size/fit issue,1151.7,REF815362537
81537,428892,114436,09-02-2024,Refunded,,3600.18,REF815379442
81538,11089,136279,30-09-2025,Refunded,Better price found,3529.08,REF815385557
81539,437965,182142,21-09-2024,Approved,No longer needed,6182.6,REF815395417
81540,873915,123912,26-06-2025,Rejected,Item damaged in transit,4408.8,REF815403142
81541,492182,87451,19-08-2025,Refunded,Wrong item received,4190.67,REF815419483
81542,392084,72929,10-02-2026,Approved,No longer needed,2641.36,REF815425907
81543,953259,179742,12-06-2026,Requested,Item damaged in transit,1761.09,REF815437781
81544,546786,38045,24-08-2023,Refunded,Wrong item received,1845.2,
81545,383557,46,10-01-2025,Approved,Better price found,5942.25,
81546,452062,39680,19-08-2024,Requested,Better price found,3331.02,REF815467731
81547,133784,35654,21-11-2023,Refunded,,1187.32,REF815472029
81548,789006,155901,22-03-2025,Approved,Item damaged in transit,2340.72,REF815485951
81549,394163,93944,25-04-2026,Refunded,Defective item,2005.76,REF815494876
81550,440261,13376,05-02-2025,Approved,Item damaged in transit,3655.62,REF815509301
81551,298796,132898,14-06-2025,Rejected,No longer needed,473.61,REF815511156
81552,80798,149574,22-10-2023,Approved,No longer needed,1954.24,REF815525649
81553,817826,42114,10-03-2025,Refunded,No longer needed,1498.89,REF815533311
81554,307376,166830,05-03-2025,Requested,Item damaged in transit,1369.96,
81555,630653,157026,06-04-2023,Refunded,Wrong item received,9232.2,REF815553746
81556,149731,809,05-10-2024,Rejected,,5555.2,REF815561931
81557,115316,82786,30-07-2023,Rejected,No longer needed,3667.47,REF815577566
81558,170423,87723,21-04-2023,Requested,Item damaged in transit,3511.2,REF815582819
81559,217426,184325,31-10-2023,Refunded,Better price found,4202.91,REF815597620
81560,636961,149173,08-08-2025,Refunded,No longer needed,2990.16,REF815606276
81561,388203,47902,10-12-2023,Requested,Better price found,4432.86,REF815611950
81562,217426,176459,21-07-2023,Approved,Defective item,479.24,REF815625335
81563,451237,61772,12-04-2023,Refunded,Defective item,4307.49,
81564,331830,167924,23-01-2024,Refunded,Better price found,930.74,REF815649038
81565,582158,143096,28-05-2026,Approved,Item damaged in transit,9782.3,REF815652520
81566,197236,83874,12-04-2026,Requested,Size/fit issue,7462.64,REF815664203
81567,304857,57769,23-03-2024,Approved,Defective item,2981.58,REF815675312
81568,910289,45018,11-11-2023,Refunded,,3670.98,REF815689535
81569,737235,84304,12-04-2023,Approved,Wrong item received,766.6,REF815699206
81570,566220,154592,27-02-2024,Approved,Size/fit issue,188.24,REF815702714
81571,875362,76240,26-05-2023,Rejected,Size/fit issue,1612.16,REF815714514
81572,173344,46081,13-01-2023,Refunded,Better price found,4416.95,REF815722455
81573,594602,24211,24-03-2025,Approved,Better price found,1904.3,REF815731403
81574,920800,99535,12-05-2025,Refunded,Wrong item received,1534.54,REF815747229
81575,892001,93728,18-07-2024,Requested,Better price found,592.3,REF815751288
81576,688377,67752,15-03-2026,Refunded,No longer needed,8582.65,REF815762669
81577,936392,42405,17-09-2024,Rejected,Size/fit issue,1421.64,REF815776287
81578,713670,25430,03-01-2026,Refunded,No longer needed,1390.71,REF815788691
81579,961329,134361,31-07-2025,Approved,Defective item,960.45,REF815791089
81580,955889,26600,06-03-2025,Refunded,Defective item,1345.44,REF815806019
81581,108470,119240,10-02-2025,Requested,,5937.48,REF815819534
81582,173828,179081,22-01-2026,Approved,,7835.4,REF815822255
81583,93031,26503,20-10-2025,Refunded,Item damaged in transit,4785.9,REF815832566
81584,723400,22120,25-03-2024,Requested,Defective item,70.45,REF815849563
81585,256622,61952,04-05-2025,Refunded,Wrong item received,1349.33,REF815853909
81586,397858,54246,08-09-2024,Refunded,Size/fit issue,899.4,REF815869437
81587,641224,169119,30-01-2026,Refunded,Item damaged in transit,2440.36,REF815876198
81588,408005,198582,27-04-2023,Approved,Wrong item received,3621.28,REF815888251
81589,814143,136951,07-01-2026,Approved,No longer needed,3298.98,REF815894254
81590,640149,123461,17-09-2023,Approved,Wrong item received,888.11,REF815906890
81591,485264,60776,09-06-2025,Refunded,Better price found,109.42,REF815918033
81592,480735,184047,23-12-2023,Refunded,Size/fit issue,4193.44,REF815925328
81593,837835,169997,20-05-2026,Rejected,,246.72,REF815936164
81594,14251,182557,10-01-2026,Refunded,Better price found,2808.76,REF815942291
81595,839643,30913,22-11-2023,Approved,Defective item,3432.4,REF815951888
81596,431047,96661,03-05-2026,Requested,Size/fit issue,3733.32,REF815967101
81597,344186,50630,04-06-2026,Requested,No longer needed,2418.32,REF815977416
81598,155900,171653,04-06-2023,Refunded,,1390.56,REF815981483
81599,670958,90558,12-04-2023,Refunded,,1968.54,REF815997990
81600,123593,134896,12-10-2025,Refunded,Item damaged in transit,6339.05,REF816003783
81601,357833,3186,09-08-2025,Approved,Size/fit issue,1318.74,
81602,660176,41043,16-04-2024,Refunded,Item damaged in transit,1243,REF816026984
81603,461297,44150,05-03-2025,Refunded,Better price found,166.8,REF816037667
81604,385639,158443,17-06-2026,Approved,Better price found,4070.4,REF816049735
81605,812943,140041,18-11-2024,Refunded,Item damaged in transit,1421.43,REF816056842
81606,279082,120913,30-12-2025,Refunded,Defective item,7818.85,REF816063952
81607,968345,164202,05-08-2026,Refunded,No longer needed,1910.64,REF816079023
81608,218512,85512,04-05-2026,Approved,Size/fit issue,2504.7,REF816084434
81609,703349,93057,27-05-2023,Refunded,Better price found,5492.4,REF816095051
81610,307975,162430,13-05-2024,Approved,Wrong item received,3462.74,REF816109171
81611,696904,92303,10-09-2025,Approved,Wrong item received,3669.84,REF816117910
81612,134896,42529,12-02-2025,Approved,Better price found,417.21,REF816128829
81613,447430,129339,20-05-2026,Rejected,No longer needed,709.68,REF816133651
81614,263914,7929,06-12-2024,Approved,Defective item,104.8,REF816141620
81615,872931,87218,18-07-2026,Approved,Size/fit issue,4778.55,REF816156025
81616,168295,157971,06-10-2025,Approved,No longer needed,5474.7,REF816169682
81617,45976,37090,07-11-2023,Refunded,Defective item,6723.35,REF816175138
81618,185252,113314,12-11-2024,Refunded,Better price found,5077.59,REF816188010
81619,833332,80296,24-07-2023,Refunded,Item damaged in transit,1205.1,REF816196284
81620,103707,138456,25-01-2024,Requested,Size/fit issue,4269.54,REF816208838
81621,964488,4130,17-01-2026,Refunded,Better price found,4714.29,
81622,129007,43264,23-07-2024,Refunded,Wrong item received,3051.56,
81623,718063,139610,03-03-2025,Rejected,Defective item,2311.92,REF816238805
81624,326232,77695,13-11-2025,Approved,Item damaged in transit,994.57,REF816244880
81625,308271,110672,15-11-2023,Requested,Better price found,1749.06,REF816258592
81626,469356,66259,29-04-2026,Approved,Better price found,4759.8,REF816269641
81627,582008,105996,10-05-2026,Approved,Better price found,3899.96,REF816273162
81628,802974,73701,17-04-2024,Refunded,Wrong item received,1633.87,REF816285194
81629,743645,126720,16-01-2026,Refunded,No longer needed,2093.44,REF816299977
81630,820968,108058,31-07-2023,Rejected,Item damaged in transit,1621.92,REF816309620
81631,910667,20344,13-05-2025,Approved,No longer needed,2520.72,REF816312566
81632,3993,156724,23-09-2023,Refunded,Better price found,288.03,REF816323449
81633,332216,147378,14-03-2023,Approved,Size/fit issue,1010.12,REF816338940
81634,371765,123248,06-11-2025,Refunded,Better price found,2618.1,REF816347384
81635,820536,185624,22-05-2024,Rejected,No longer needed,2199.2,REF816353502
81636,930921,54643,18-08-2025,Approved,Better price found,7489,REF816361827
81637,699313,80945,01-12-2023,Refunded,,4474.44,REF816378638
81638,905882,171982,11-06-2023,Approved,Wrong item received,1760.4,REF816384872
81639,170134,148680,06-12-2024,Refunded,Better price found,6935.04,REF816396142
81640,970375,73467,08-10-2023,Approved,Wrong item received,1367.12,REF816403581
81641,990636,36673,09-07-2024,Refunded,No longer needed,7739.28,REF816418425
81642,704049,7452,29-01-2025,Refunded,,7535.64,REF816429242
81643,583146,6885,06-11-2024,Requested,Item damaged in transit,1331.7,REF816439020
81644,60125,109528,08-11-2023,Refunded,,1217.95,REF816443566
81645,267168,4146,29-07-2023,Refunded,Size/fit issue,3561.84,REF816452389
81646,251880,88791,25-01-2026,Refunded,Size/fit issue,1161.02,REF816466255
81647,338094,31659,06-08-2026,Refunded,,1850.67,REF816475340
81648,107691,73114,04-07-2025,Requested,Better price found,5862.15,REF816482439
81649,212099,26908,23-06-2026,Refunded,,3509.76,REF816494412
81650,28125,123956,11-02-2025,Refunded,No longer needed,3452.85,REF816504767
81651,41350,117658,05-05-2026,Requested,Better price found,594.68,REF816517158
81652,862511,17946,25-01-2023,Approved,Item damaged in transit,7396.68,REF816524459
81653,956365,169415,15-12-2024,Requested,Defective item,5533.35,REF816535184
81654,838466,176927,09-07-2023,Refunded,Better price found,1424.48,
81655,215244,142089,27-06-2026,Approved,,3272.34,REF816551885
81656,418888,198836,20-07-2025,Refunded,No longer needed,4802.6,REF816562085
81657,401150,21226,04-07-2026,Refunded,Wrong item received,1123.53,REF816573601
81658,219887,147161,28-03-2026,Refunded,Better price found,2395.08,REF816584707
81659,130951,91392,13-04-2024,Approved,Defective item,151.95,REF816595835
81660,474789,117248,11-07-2026,Refunded,Size/fit issue,953.54,REF816601025
81661,207480,15219,09-04-2024,Approved,Wrong item received,3635.05,REF816616212
81662,78742,183278,02-03-2026,Refunded,Size/fit issue,3850.62,REF816629444
81663,269699,39118,18-03-2026,Rejected,Item damaged in transit,4628.28,REF816637068
81664,773172,9027,18-02-2026,Requested,No longer needed,5047.48,REF816642622
81665,670685,114777,15-08-2024,Refunded,Item damaged in transit,1543.38,REF816658792
81666,657352,179236,27-03-2026,Refunded,Wrong item received,6032.16,REF816665019
81667,322107,64264,05-04-2024,Requested,No longer needed,1768.28,REF816671985
81668,953354,112511,10-06-2025,Requested,No longer needed,933.9,REF816688964
81669,879307,179327,18-02-2024,Approved,,1084.59,REF816696986
81670,397119,51457,19-01-2023,Refunded,,568.56,REF816704543
81671,785876,35383,21-10-2025,Refunded,Wrong item received,884.94,REF816718614
81672,282662,34375,19-10-2023,Requested,Item damaged in transit,3943.02,REF816727756
81673,496061,70302,03-07-2025,Requested,Defective item,2129.15,REF816738520
81674,153203,143444,10-05-2024,Refunded,Better price found,3722.85,REF816748447
81675,618197,148434,13-02-2026,Refunded,,2027.2,REF816756623
81676,401845,77487,28-11-2025,Refunded,Wrong item received,24.57,REF816766363
81677,437499,143836,05-10-2023,Refunded,Better price found,1701.88,REF816775791
81678,300940,53421,15-07-2026,Refunded,Defective item,3239.76,REF816784346
81679,929596,108895,07-02-2026,Refunded,Item damaged in transit,347.45,REF816795911
81680,774976,74861,22-10-2023,Approved,Size/fit issue,5059.8,REF816804910
81681,213999,32072,06-03-2024,Refunded,Size/fit issue,7903.6,REF816817493
81682,923737,84539,12-08-2023,Approved,Item damaged in transit,1871.36,REF816827403
81683,133551,37123,14-08-2024,Refunded,No longer needed,1750.05,REF816838616
81684,685743,145597,21-08-2024,Approved,Wrong item received,3039.57,REF816847468
81685,302555,123513,04-08-2026,Refunded,Better price found,943.6,REF816853307
81686,530796,39863,14-03-2025,Approved,Better price found,7908.3,REF816866956
81687,651842,175475,09-09-2024,Approved,Better price found,92.48,REF816879842
81688,471347,49873,16-08-2023,Rejected,Defective item,150.91,REF816887803
81689,183774,123720,04-03-2026,Refunded,No longer needed,292.58,REF816892768
81690,447854,133553,21-03-2024,Refunded,Item damaged in transit,457.85,REF816908965
81691,873562,193824,12-08-2024,Refunded,,2850.27,REF816919236
81692,871974,35529,28-02-2025,Approved,Defective item,1072.2,REF816927115
81693,179510,74476,15-09-2023,Refunded,Item damaged in transit,804.34,REF816931593
81694,428364,133453,29-05-2026,Approved,No longer needed,1048.46,REF816947921
81695,848765,142306,23-12-2024,Refunded,Item damaged in transit,4312.85,
81696,446251,161556,08-07-2025,Requested,Better price found,5618.7,REF816966575
81697,436384,99542,18-08-2024,Approved,No longer needed,7251,REF816971744
81698,807628,145181,07-09-2025,Approved,Size/fit issue,7269.44,REF816989339
81699,917751,165890,03-03-2025,Approved,Size/fit issue,948.3,REF816998445
81700,843008,42032,19-05-2024,Refunded,No longer needed,4223.19,REF817004225
81701,661403,11558,23-06-2024,Rejected,Wrong item received,1251.35,REF817013169
81702,199642,145358,05-06-2024,Rejected,Size/fit issue,1320.36,REF817022783
81703,686583,104381,31-08-2025,Refunded,No longer needed,9665.1,REF817036707
81704,911756,185605,28-06-2026,Refunded,Size/fit issue,1552.77,REF817043711
81705,540330,99795,03-08-2026,Refunded,Size/fit issue,2336.06,REF817056459
81706,474844,134074,10-09-2023,Approved,,3872.2,REF817065423
81707,858626,55719,28-06-2023,Refunded,No longer needed,5980.52,REF817075939
81708,595111,62008,25-03-2023,Refunded,Size/fit issue,428.94,REF817088164
81709,589780,24510,26-12-2024,Refunded,No longer needed,2306.94,REF817094432
81710,720809,179393,31-12-2023,Approved,Defective item,2472.2,REF817106092
81711,298847,178931,11-07-2025,Requested,Size/fit issue,3885.99,REF817112511
81712,464072,67731,11-04-2024,Requested,Better price found,2792.34,REF817126402
81713,492897,143146,26-02-2026,Refunded,Wrong item received,815.88,REF817133507
81714,703512,37176,31-08-2024,Approved,Wrong item received,1666.87,REF817141147
81715,560554,198431,05-04-2024,Refunded,Item damaged in transit,1745.25,
81716,246293,45269,16-12-2023,Requested,Better price found,5884.25,REF817165528
81717,387628,72862,05-03-2024,Refunded,Item damaged in transit,972.2,REF817178909
81718,841075,155807,23-11-2025,Approved,Wrong item received,431.07,REF817185355
81719,863764,58951,02-05-2025,Refunded,Item damaged in transit,5277.24,REF817191578
81720,4830,105811,14-02-2025,Rejected,Wrong item received,705.5,REF817209907
81721,418373,129767,09-10-2025,Refunded,Item damaged in transit,3277.08,
81722,122996,160937,23-04-2024,Approved,Better price found,8998.25,REF817228124
81723,214150,75507,20-08-2024,Refunded,No longer needed,3237.48,REF817232635
81724,409183,90878,19-06-2025,Rejected,Item damaged in transit,3583.25,REF817244117
81725,171553,178703,05-03-2026,Refunded,,6275.72,REF817254413
81726,487385,84274,26-08-2024,Refunded,Item damaged in transit,1115.53,REF817263065
81727,7143,148009,24-03-2025,Requested,Better price found,1947.48,REF817272874
81728,746088,103897,14-06-2025,Refunded,Size/fit issue,1317.2,REF817283090
81729,855925,91771,05-11-2023,Approved,No longer needed,346.45,REF817293209
81730,998506,196156,13-06-2024,Requested,,5947.2,REF817307127
81731,968107,41315,29-03-2026,Refunded,Size/fit issue,2692.35,REF817315776
81732,539034,171457,27-07-2024,Refunded,No longer needed,1382.38,REF817328243
81733,339915,167377,14-07-2025,Refunded,Item damaged in transit,2363.94,REF817332679
81734,862702,79851,05-06-2024,Refunded,Wrong item received,3222.96,REF817347193
81735,492662,34215,15-03-2024,Refunded,Size/fit issue,6145.32,REF817359535
81736,831923,187485,05-03-2025,Approved,Defective item,968.28,REF817362720
81737,326788,1766,12-08-2023,Approved,No longer needed,5413.28,REF817371487
81738,67865,16398,04-04-2023,Approved,Better price found,6926.44,REF817387361
81739,861093,100464,19-05-2023,Refunded,No longer needed,1927.64,REF817399007
81740,373768,127906,17-11-2024,Requested,No longer needed,1690.83,REF817406519
81741,130036,37208,09-09-2024,Approved,Better price found,2955.45,REF817411290
81742,422011,167521,15-09-2023,Approved,No longer needed,2638.38,REF817426523
81743,378434,64014,02-04-2023,Approved,Item damaged in transit,1945.6,REF817439112
81744,100006,138626,18-10-2024,Approved,Size/fit issue,7376.8,REF817441537
81745,725798,127326,23-05-2023,Refunded,,251.66,
81746,894957,199710,14-05-2023,Requested,Defective item,1732.85,REF817464680
81747,416450,130822,25-08-2024,Refunded,Defective item,4196.04,REF817474649
81748,394850,147328,12-02-2025,Requested,No longer needed,4180.45,REF817486671
81749,631112,44767,12-02-2025,Approved,Item damaged in transit,2873.46,REF817492691
81750,308548,122952,26-11-2025,Refunded,Size/fit issue,5807.8,REF817507109
81751,565531,47961,11-08-2023,Requested,Better price found,891.84,REF817517245
81752,865295,140871,14-06-2025,Approved,Defective item,1674.52,REF817528095
81753,227407,160769,26-04-2024,Rejected,Wrong item received,58.08,
81754,716484,135977,11-08-2025,Refunded,No longer needed,5024.19,REF817548450
81755,372954,187831,06-03-2026,Refunded,Size/fit issue,4982.2,REF817555981
81756,277533,6169,04-08-2023,Refunded,Size/fit issue,4810.9,REF817567757
81757,607582,75498,07-07-2023,Rejected,No longer needed,930.89,REF817571764
81758,310967,34091,16-01-2023,Approved,Better price found,1506.19,REF817581449
81759,973192,183691,16-02-2025,Requested,Size/fit issue,1660.69,REF817591872
81760,84746,157148,05-10-2023,Refunded,No longer needed,3595.08,REF817609317
81761,356545,36877,28-10-2024,Rejected,Better price found,1878.79,
81762,135371,192938,14-05-2024,Requested,Size/fit issue,7401.92,REF817629661
81763,291798,25605,07-07-2025,Rejected,Size/fit issue,1379.75,REF817634296
81764,149112,777,08-06-2026,Refunded,Defective item,1129.11,REF817647207
81765,987554,152923,11-06-2024,Rejected,Defective item,3236.96,REF817654312
81766,624851,148731,13-04-2026,Refunded,Defective item,5202.25,REF817661284
81767,98752,801,21-11-2023,Refunded,Wrong item received,998.47,REF817679155
81768,752271,181830,10-02-2023,Approved,Item damaged in transit,5899.7,REF817681815
81769,715381,101906,21-06-2023,Approved,No longer needed,4763.72,REF817698642
81770,706873,20410,20-05-2025,Refunded,Defective item,2910.57,REF817708826
81771,88200,74084,30-09-2024,Approved,Defective item,7929.96,REF817718481
81772,955916,183459,01-02-2023,Approved,Size/fit issue,3862.1,REF817721672
81773,763457,241,16-04-2026,Requested,No longer needed,6492.8,REF817738589
81774,201171,102826,03-08-2026,Refunded,Wrong item received,566.56,REF817744412
81775,699392,78928,03-04-2024,Requested,Size/fit issue,2689.46,REF817758438
81776,360324,14850,15-11-2024,Refunded,Size/fit issue,4883.67,REF817761435
81777,818786,36314,18-02-2023,Requested,Size/fit issue,7254.9,REF817778877
81778,994264,193299,06-03-2025,Approved,No longer needed,5645.4,REF817782997
81779,140021,172304,20-07-2026,Approved,No longer needed,4466.08,
81780,499108,102274,07-08-2025,Refunded,Better price found,70.74,REF817808933
81781,692976,97441,03-05-2023,Refunded,Item damaged in transit,3598.38,REF817818466
81782,413198,115864,07-08-2024,Requested,Better price found,4495.04,REF817822347
81783,145758,62396,15-01-2023,Refunded,Wrong item received,522.59,REF817836438
81784,934337,3984,16-07-2023,Refunded,Item damaged in transit,4563.03,REF817842406
81785,330625,15871,27-11-2024,Approved,No longer needed,1689.42,REF817858207
81786,857514,35802,02-03-2025,Refunded,No longer needed,8141.05,REF817864964
81787,773046,57732,24-04-2026,Refunded,Item damaged in transit,1371.54,REF817871777
81788,95976,188248,04-09-2025,Requested,Wrong item received,833.54,
81789,10261,123754,23-07-2025,Requested,Size/fit issue,3897.57,REF817899074
81790,647231,12862,19-05-2024,Refunded,,1548.78,REF817902239
81791,361400,127878,21-11-2023,Requested,Defective item,2372.22,REF817918432
81792,42037,186875,23-03-2024,Refunded,Size/fit issue,1359.76,
81793,344573,105264,18-06-2024,Refunded,Size/fit issue,187.31,REF817938388
81794,371756,100663,05-04-2023,Refunded,No longer needed,1556.79,REF817947543
81795,119915,96411,14-12-2025,Rejected,No longer needed,4939.16,
81796,728117,140872,16-04-2025,Rejected,Item damaged in transit,7274.84,REF817969523
81797,404770,194650,06-03-2025,Refunded,Item damaged in transit,258,REF817973952
81798,96693,86002,13-12-2025,Refunded,No longer needed,878.15,REF817984743
81799,732404,84338,12-03-2026,Refunded,Size/fit issue,2556.7,REF817992655
81800,849444,2347,20-07-2025,Approved,Better price found,2704.96,REF818003201
81801,766213,132131,20-05-2023,Refunded,Better price found,3475.26,REF818013819
81802,874468,155264,17-01-2025,Requested,,3972.6,
81803,917954,194622,17-01-2026,Rejected,No longer needed,5551.95,REF818033010
81804,571743,20006,18-04-2024,Approved,,1707.08,REF818044823
81805,5507,180893,05-03-2026,Requested,Better price found,1346.84,REF818054366
81806,739456,193505,15-07-2025,Approved,No longer needed,57.77,REF818066252
81807,375571,179207,02-04-2026,Requested,Better price found,1345.39,REF818071549
81808,669517,88163,18-01-2023,Approved,,7834.55,REF818084418
81809,777768,169122,21-02-2023,Approved,,949.9,REF818092488
81810,38243,107877,20-08-2024,Requested,Better price found,859.59,REF818104758
81811,210924,146140,24-03-2025,Requested,Size/fit issue,2042.4,REF818111412
81812,518501,122767,11-06-2023,Refunded,No longer needed,7963.08,
81813,175647,26343,13-12-2024,Approved,No longer needed,2930.32,REF818138548
81814,62045,130145,25-10-2024,Approved,Item damaged in transit,2551.2,REF818148062
81815,495809,55958,05-02-2024,Refunded,Item damaged in transit,5987.55,REF818156547
81816,443247,15247,26-02-2024,Approved,Better price found,1223.86,REF818161555
81817,295127,12639,16-05-2024,Refunded,Item damaged in transit,6152.68,
81818,82579,58627,08-03-2025,Requested,Defective item,7447.1,REF818181757
81819,165126,128249,19-04-2025,Approved,Size/fit issue,4840.08,REF818192986
81820,357123,116464,05-02-2026,Refunded,No longer needed,1848.5,REF818205414
81821,696538,133009,06-06-2023,Refunded,Defective item,225.71,REF818212155
81822,33569,90990,18-09-2024,Approved,Better price found,4301.28,REF818227368
81823,99689,37266,08-03-2026,Refunded,Defective item,503.58,REF818232013
81824,813875,6572,11-01-2023,Approved,Better price found,9357.2,REF818245648
81825,960378,32247,17-02-2023,Refunded,Defective item,5205,
81826,615775,116841,22-04-2025,Refunded,Size/fit issue,4648.11,REF818269243
81827,583248,147357,07-02-2024,Approved,No longer needed,3151.53,REF818277554
81828,654484,54003,16-07-2023,Refunded,Defective item,8767.3,REF818289354
81829,994021,126301,28-11-2023,Rejected,Defective item,2728.26,REF818293949
81830,653872,118854,19-10-2025,Refunded,Size/fit issue,2946.44,REF818302379
81831,392407,70399,12-01-2026,Refunded,Wrong item received,292.26,REF818313964
81832,874880,22476,05-05-2025,Requested,Better price found,1778.85,REF818325534
81833,447843,112128,03-04-2023,Requested,Size/fit issue,3241.22,REF818338315
81834,38245,81106,16-03-2026,Approved,,1133.28,REF818348941
81835,905138,34318,09-07-2025,Rejected,Defective item,64.42,REF818353715
81836,253141,112086,22-01-2023,Refunded,No longer needed,5987.22,REF818364609
81837,374435,133454,24-11-2024,Refunded,Size/fit issue,2651.6,REF818371258
81838,833156,31295,01-03-2026,Approved,Item damaged in transit,4442.95,REF818385776
81839,379980,43975,19-01-2023,Rejected,Better price found,108.4,REF818393741
81840,259480,86162,20-02-2024,Approved,Defective item,1703.2,REF818407621
81841,775769,177558,17-05-2023,Approved,Defective item,7424.12,REF818412571
81842,887743,37894,15-07-2025,Refunded,,2002.72,REF818421851
81843,436120,109525,18-01-2023,Refunded,No longer needed,2154.02,REF818435815
